show_id,type,title,director,cast,country,date_added,release_year,duration,listed_in,description,netflix,hulu,disney+,prime,imdb,rotten_tomatoes
s5666,TV Show,Color of Woman,,"Jae Hee, Soo-kyung Lee, So-yi Yoon, Ji-ho Shim, Sang-Myeon Park, Joo-young Kim",South Korea,"December 15, 2016",2012,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","Two women at a cosmetics company compete for love and success. One uses her brain and diligence, while the other works her beauty and charm.",1,0,0,0,7.7,90
s5668,TV Show,Goodbye My Wife,,"Soo-hyun Hong, Si Won Ryu, Ji-yoon Park, Min-soo Kim, Julien Kang, Joo-eun Oh, Seong-mo Jeong",South Korea,"December 15, 2016",2012,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",A couple’s five-year marriage is put on the line when each of their first loves comes back hoping for another shot at romance.,1,0,0,0,4.8,32
s5669,TV Show,Happy And,,"Hee-Jin Lee, Hae-seong Kwon, Paul Stafford, Mi-ji Lee, Ik-tae Kim, Ki-hyeon Kim",South Korea,"December 15, 2016",2012,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",This relatable relationship drama explores the real-life trials and joys of married life through the lens of 11 different wives.,1,0,0,0,4.3,86
s5670,TV Show,Heaven's Garden,,"Bul-am Choi, Ho-Jeong Yoo, Sae-ron Kim, Chan-hee Kang, Woo-Sung Hyun, An Seo Hyun, Ho-Jin Kim",South Korea,"December 15, 2016",2011,1 Season,"International TV Shows, Korean TV Shows, TV Dramas","When her husband goes to jail for bankruptcy, a woman takes her two daughters to live with her father, who severed ties with her years ago.",1,0,0,0,5.2,51
s5671,TV Show,Ice Fantasy,,"Feng Shaofeng, Victoria Song, Ma Tianyu, Zhang Meng, Hee-seon Kim, Gong Beibi, Shao Bing, Hu Bing, Wang Duo",China,"December 15, 2016",2016,1 Season,"International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy","The Ice Tribe prince journeys to a sacred mountain to vanquish evil but soon finds himself at war with the Fire Tribe, led by his long-lost brother.",1,0,0,0,8.2,75
s5672,TV Show,Immortal Classic,,"Jae-suk Han, Sun-Young Park, Du-shim Ko, Ye-jin Lim, Jong-hwan Choi, Ha-Nui Lee, Yun-Hoo Ko, Byeong-Ki Kim, Sun-kyung Kim, Yoon-Sik Baek",South Korea,"December 15, 2016",2012,1 Season,"International TV Shows, Korean TV Shows, TV Dramas","Two renowned culinary families led by legendary food icons battle for the position of greatest chef, while protecting their secret kimchee recipes.",1,0,0,0,9.7,99
s5673,TV Show,InuYasha,,"Kappei Yamaguchi, Satsuki Yukino, Kumiko Watanabe, Noriko Hidaka, Koji Tsujitani, Houko Kuwashima, Toshiyuki Morikawa, Richard Ian Cox, Moneca Stori, Paul Dobson, Kirby Morrow, Kelly Sheridan, Jillian Michaels",Japan,"December 15, 2016",2001,2 Seasons,"Anime Series, International TV Shows","Yanked down a well, schoolgirl Kagome Higurashi emerges in feudal Japan, where she must reassemble a sacred jewel while eluding half-demon Inuyasha.",1,0,0,0,5.2,82
s5674,TV Show,K-POP Extreme Survival,,"Jung Eun Kim, Yu-hwan Park, Eun-ah Go, Yong Hwan Kwak, Jin Hyuk",South Korea,"December 15, 2016",2012,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Seung Yeon decides to chase her dream of becoming a K-pop star and audition for a popular group. There's only one catch: It's a boy band.,1,0,0,0,5.8,38
s5675,TV Show,Merlin,James Hawes,"Colin Morgan, Bradley James, Katie McGrath, Angel Coulby, Richard Wilson, Anthony Head, John Hurt, Nathaniel Parker",United Kingdom,"December 15, 2016",2012,5 Seasons,"British TV Shows, International TV Shows, TV Action & Adventure","This family-oriented retelling of the King Arthur legend finds Merlin arriving in Camelot, where he hones his magic skills with the help of his uncle.",1,0,0,0,7.6,34
s5676,TV Show,Miss Panda & Mr. Hedgehog,,"Dong-hae Lee, Seung-ah Yoon, Jin-hyuk Choi, So-young Yoo, Yeo-jin Hong, Min-jin Jung",South Korea,"December 15, 2016",2012,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","When a gifted patissier with a gloomy past meets a bright and easygoing café owner, he begins to shed his thorns and learns to love again.",1,0,0,0,9.9,58
s5678,TV Show,Tokyo Trial,,"Marcel Hensema, Paul Freeman, Irrfan Khan, Stacy Keach, Michael Ironside, Stephen McHattie, Shinya Tsukamoto","Canada, Japan, Netherlands","December 13, 2016",2017,1 Season,"International TV Shows, TV Dramas","In the wake of World War II, 11 Allied judges are tasked with weighing the fates of Japanese war criminals in a tense international trial.",1,0,0,0,8.6,72
s5681,TV Show,Captive,,,United Kingdom,"December 9, 2016",2016,1 Season,"Crime TV Shows, Docuseries","This documentary series reconstructs history's most complex, high-stakes hostage negotiations as kidnapping victims recount their terrifying ordeals.",1,0,0,0,5.1,52
s5684,TV Show,White Rabbit Project,,"Tory Belleci, Kari Byron, Grant Imahara",United States,"December 9, 2016",2016,1 Season,"Docuseries, International TV Shows, Reality TV","Kari Byron, Tory Belleci and Grant Imahara rank history's greatest inventions, heists and more in this series from the producers of ""MythBusters.""",1,0,0,0,9.1,90
s5685,TV Show,Miss in Kiss,,"Esther Wu, Dino Lee, Gong Yi Teng, Xi Wei Lun, Honduras, Vega Tsai, Shen Chang Hung",Taiwan,"December 8, 2016",2016,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","A quirk of fate sends an ordinary, sweet-natured high school girl and her father into the home of the school genius, on whom she has a huge crush.",1,0,0,0,5.2,45
s5687,TV Show,The Cuba Libre Story,,,"France, Germany","December 8, 2016",2015,1 Season,"Docuseries, International TV Shows","This documentary series recounts the tumultuous history of Cuba, a nation of foreign conquest, freedom fighters and Cold War political machinations.",1,0,0,0,7.1,74
s5691,TV Show,From Dusk Till Dawn,,"D.J. Cotrona, Zane Holtz, Eiza Gonzalez, Jesse Garcia, Madison Davenport, Brandon Soo Hoo, Wilmer Valderrama, Robert Patrick, Jake Busey, Samantha Esteban, Don Johnson",United States,"December 5, 2016",2016,3 Seasons,"Classic & Cult TV, TV Action & Adventure, TV Horror",Bank-robbing brothers encounter vengeful lawmen and demons south of the border in this original series based on Robert Rodriguez' cult horror film.,1,0,0,0,4.1,72
s5693,TV Show,Lost & Found Music Studios,,"Victoria Baldesarra, Sarah Carmosino, Jordan Clark, DeShaun Clarke, Keara Graves, Katrina Hachey, Shane Harte, Ali Milner, Levi Randall, Brittany Raymond, Trevor Tordjman, Michael Torontow, Alex Zaichkowski, Matthew Bacik, Alyssa Baker, Ella Jonas Farlinger, Ian Matthews, Rakim Kelly, Bailey Pelkman, Olivia Solo",Canada,"December 3, 2016",2016,2 Seasons,"Kids' TV, TV Comedies, TV Dramas","Teen singers-songwriters in an elite music program form bonds of friendship, creativity and romance while turning their passion into their profession.",1,0,0,0,5.0,78
s5700,TV Show,Back to 1989,,"Marcus Chang, Ivy Shao, Mini Tsai, Yorke Sun, Ray Yang, Chang Chieh",Taiwan,"December 1, 2016",2016,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","A young man who's learned nothing about his father from his single mom has a freak accident that sends him back to 1989, the year before he was born.",1,0,0,0,4.0,42
s5701,TV Show,Bromance,,"Baron Chen, Megan Lai, Bii, Katie Chen, Sean Lee",Taiwan,"December 1, 2016",2015,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Ya-nuo's been raised as a boy. Now at age 25, she's caught the eye of a triad leader's sister. But what happens when she reveals her true gender?",1,0,0,0,10.0,98
s5704,TV Show,Refresh Man,,"Aaron Yan, Joanne Tseng, Lene Lai, Jack Lee, JR",Taiwan,"December 1, 2016",2016,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Ten years after a once-promising student graduates, she finds herself working at a cosmetics company run by the boy with the worst grades in school.",1,0,0,0,7.8,78
s5708,TV Show,Gilmore Girls: A Year in the Life,,"Lauren Graham, Alexis Bledel, Kelly Bishop, Scott Patterson, Yanic Truesdale, Matt Czuchry, Liza Weil, Milo Ventimiglia, Sean Gunn, Keiko Agena, Rose Abdoo, Melissa McCarthy",United States,"November 25, 2016",2016,1 Season,"TV Comedies, TV Dramas, Teen TV Shows","Set nearly a decade after the finale of the original series, this revival follows Lorelai, Rory and Emily Gilmore through four seasons of change.",1,0,0,0,7.2,99
s5716,TV Show,La Niña,,"Ana María Estupiñán, Sebastian Eslava, Juan Sebastián Aragón, Diego Vásquez, Carlos Velazquez, Marcela Benjumea, Melisa Caceres, Michelle Orozco, Alberto Cardeño, Constanza Camelo, Fernando Arévalo",Colombia,"November 18, 2016",2016,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",A former Colombian guerrilla fighter faces challenges as she reintegrates into society and tries to overcome her traumatic memories.,1,0,0,0,8.5,32
s5717,TV Show,Paranoid,,"Indira Varma, Robert Glenister, Dino Fetscher, Neil Stuke, Christiane Paul, Lesley Sharp, Kevin Doyle",United Kingdom,"November 17, 2016",2016,1 Season,"British TV Shows, Crime TV Shows, International TV Shows","When a woman is brutally murdered on a playground, a group of detectives find themselves drawn into a dark conspiracy as they search for the killer.",1,0,0,0,7.4,32
s5721,TV Show,Einsatzgruppen: The Nazi Death Squads,,Paul Bandey,France,"November 10, 2016",2009,1 Season,"Docuseries, International TV Shows","This documentary series examines the Einsatzgruppen, Nazis responsible for the mass murder of Jews, Romani and Soviet prisoners in Eastern Europe.",1,0,0,0,6.2,88
s5723,TV Show,Case,,"Steinunn Ólína Þorsteinsdóttir, Magnús Jónsson, Þorsteinn Bachmann, Jóhanna Vigdís Arnardóttir, Birna Rún Eiríksdóttir, Elma Stefania Agustsdottir, Bergur Þór Ingólfsson, Halldóra Geirharðsdóttir, Arnar Jónsson, Davíð Freyr Þórunnarson, Björn Stefánsson, Nína Dögg Filippusdóttir, Hjortur Jóhann Jónsson",Iceland,"November 9, 2016",2015,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",A smart lawyer whose drinking and recklessness send him on a path of self-destruction finds new purpose investigating a teenager's apparent suicide.,1,0,0,0,5.6,35
s5724,TV Show,Danger Mouse,,"Alexander Armstrong, Kevin Eldon, Stephen Fry, Ed Gaughan, Shauna Macdonald, Dave Lamb, Morwenna Banks",United Kingdom,"November 9, 2016",2016,2 Seasons,"British TV Shows, Kids' TV",The world's greatest super-spy returns to save the world with the help of hapless hamster Penfold and a collection of state-of-the-art gadgetry.,1,0,0,0,5.0,40
s5728,TV Show,Inborn Pair,,"Annie Chen, Chris Wang, Hsieh Kun Da, Puff Kuo, Jennifer Hong",Taiwan,"November 1, 2016",2011,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Betrothed while in utero, a resort group president enters into an arranged marriage with a legal assistant. Despite their bickering, love blooms.",1,0,0,0,5.9,30
s5729,TV Show,Just You,,"Aaron Yan, Puff Kuo, Katherine Wang, Dean Fujioka, Lyla Lin, Lin Yu-pin",Taiwan,"November 1, 2016",2013,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","When her uptight new boss and landlord starts a war on office romances, plucky Liang-liang quickly starts looking for ways to get him to lighten up.",1,0,0,0,5.6,79
s5730,TV Show,Love Around,,"George Hu, Annie Chen, Mandy Tao, Jack Lee, Tan Ai-Chen, Jian Chang, Wang Chuan",Taiwan,"November 1, 2016",2013,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","After a chance meeting at a ballpark, the kind son of a former gangster tries to help an outgoing radio DJ get over her recent heartbreak.",1,0,0,0,8.0,60
s5731,TV Show,Love Family,,"Chris Wang, Serena Fang, Jack Lee, Amanda Chou, Yin Fu, Rabbit Yang, Meng-sheng Shen",Taiwan,"November 1, 2016",2013,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",A wealthy heir's search for a nameless childhood sweetheart leads him to an inn run by a family with three sisters. But which one is his true love?,1,0,0,0,4.7,79
s5732,TV Show,Love Me or Leave Me,,"Ann Hsu, Chris Wang, Alan Kuo, K'ang-i Lee, Albee Huang",Taiwan,"November 1, 2016",2012,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","When a marriage-phobic woman hires a seductress to test how faithful her eager-to-wed boyfriend is, her plan takes an unexpected turn.",1,0,0,0,9.3,89
s5733,TV Show,Love Now,,"Annie Chen, George Hu, Bobby Dou, Vivi Lee, Harry Chang, Esther Yang, Mandy Wei",Taiwan,"November 1, 2016",2012,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","When her loved ones cook up a morbid plan to make her take time off from work, Yang Yiru goes on a vacation, truly believing she has terminal cancer.",1,0,0,0,9.6,41
s5742,TV Show,Trailer Park Boys: Out of the Park: Europe,,"Mike Smith, John Paul Tremblay, Robb Wells",Canada,"October 28, 2016",2016,1 Season,"International TV Shows, TV Comedies","The Trailer Park Boys are thrilled to get a free trip to Europe, until they arrive and learn about their corporate sponsor's unusual requirements.",1,0,0,0,9.8,74
s5745,TV Show,Containment,,"David Gyasi, Christina Marie Moses, Chris Wood, Kristen Gutoskie, Claudia Black, George Young, Hanna Mangan Lawrence, Trevor St. John",United States,"October 21, 2016",2016,1 Season,"TV Dramas, TV Thrillers","When a ferocious contagion sweeps through Atlanta, authorities impose a precarious quarantine on the city while scrambling to find a cure.",1,0,0,0,8.7,97
s5752,TV Show,DEATH NOTE,,"Kappei Yamaguchi, Alessandro Juliani, Mamoru Miyano, Brad Swaile, Ai Satou, Saffron Henderson, Akeno Watanabe, Lisa Ann Beley, Aya Hirano, Shannon Chan-Kent, Haruka Kudo, Kelly Metzger, Hideo Ishikawa, Brian Dobson, Hiroki Takahashi, Sam Vincent, Shido Nakamura, Brian Drummond, Naoya Uchida, Chris Britton",Japan,"October 15, 2016",2006,1 Season,"Anime Series, Crime TV Shows, International TV Shows","When a Japanese high schooler comes into possession of a mystical notebook, he finds he has the power to kill anybody whose name he enters in it.",1,0,0,0,8.3,86
s5753,TV Show,Spotless,,"Marc-André Grondin, Denis Ménochet, Miranda Raison, Doug Allen, Liam Garrigan, Ciarán Owens, Kate Magowan, Tanya Fear, Naomi Radcliffe, Lucy Akhurst, Jemma Donovan, Niall Hayes, Brendan Coyle","United Kingdom, France","October 15, 2016",2015,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",The law-abiding owner of a crime scene cleaning service is forced into business with a powerful mob boss thanks to his irresponsible older brother.,1,0,0,0,7.4,79
s5754,TV Show,Vampire Knight,,"Daisuke Kishio, Ezra Weisz, Mamoru Miyano, Vic Mignogna, Yui Horie, Mela Lee, Risa Mizuno, Stephanie Sheh, Junichi Suwabe, Troy Baker, Jun Fukuyama, Bryce Papenbrook, Mai Nakahara, Laura Bailey, Soichiro Hoshi, Steve Staley, Susumu Chiba, Spike Spencer, Hiroki Yasumoto, Travis Willingham, Fumiko Orikasa, Wendee Lee",Japan,"October 15, 2016",2008,2 Seasons,"Anime Series, International TV Shows, Romantic TV Shows","At Cross Academy, two student disciplinary committee members are tasked with keeping the peace between a human class and a night class of vampires.",1,0,0,0,4.9,42
s5760,TV Show,StoryBots Super Songs,,"Judy Greer, Jeff Gill, Erin Fitzgerald, Fred Tatasciore, Gregg Spiridellis",United States,"October 7, 2016",2016,1 Season,Kids' TV,"Characters from the popular StoryBots apps for early childhood education give musical lessons on math, science, history, behaviors, emotions and more.",1,0,0,0,9.8,76
s5763,TV Show,Be with Me,,"Jason Tsou, Queen Wei, River Huang, Fabien Yang, Tang Chen-Kang, Figaro Tseng",Taiwan,"October 1, 2016",2015,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","They were the boy band to beat until fame tore them apart. Ten years later, five friends and an ex-love reunite and find themselves closer than ever.",1,0,0,0,4.1,93
s5764,TV Show,Be with You,,"Bobby Dou, Peijia Huang, Nylon Chen, Vivi Lee, Edison Wang, Serena Fang",Taiwan,"October 1, 2016",2015,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","After reconnecting with their girlhood crushes, two sisters find their lives turned upside down by surprising revelations and romantic intrigue.",1,0,0,0,7.3,92
s5767,TV Show,Fall in Love with Me,,"Aaron Yan, Tia Lee, Jack Lee, Katherine Wang, Beatrice Fang, Vince Kao, Chen Bor Jeng",Taiwan,"October 1, 2016",2014,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",The head of a struggling ad agency finds herself torn between a hotshot executive and a kind stranger – not realizing they're the same person.,1,0,0,0,7.1,44
s5769,TV Show,Love Cheque Charge,,"George Hu, Phoebe Yuan, Hsieh Kun Da, Jay Shih, Smile Weng, Jet Chao, Jessie Chang",Taiwan,"October 1, 2016",2014,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Three years after making a wild promise to a woman in distress, a rigid businessman runs into her again and must decide whether to honor his word.",1,0,0,0,6.2,31
s5770,TV Show,Masha's Spooky Stories,,,"United States, Russia","October 1, 2016",2012,1 Season,Kids' TV,"Masha explains why there's no need to be scared of things like monsters, the dark, going to a new school, thunder and other common childhood fears.",1,0,0,0,5.8,85
s5772,TV Show,Murphy's Law of Love,,"Danson Tang, Chia-ying Lee, Jolin Chien, Jenna Wang, Meng-sheng Shen, Wen-lin Fang, Wei Lin, Phoebe Huang",Taiwan,"October 1, 2016",2015,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",An online matchmaker who's convinced she's living under a curse finds her theories on life and love tested when she meets a shrewd divorce expert.,1,0,0,0,9.6,71
s5775,TV Show,Old Money,David Schalko,"Udo Kier, Sunnyi Melles, Nicholas Ofczarek, Manuel Rubey, Nora von Waldstätten, Thomas Stipsits, Ursula Strauss, Robert Palfrader, Simon Schwarz, Johannes Krisch, Lukas Miko",United States,"October 1, 2016",2015,1 Season,"International TV Shows, TV Comedies, TV Dramas","Backstabbing, blackmail and revenge consume the dysfunctional family of a wealthy patriarch as they compete to find him a new liver at all costs.",1,0,0,0,8.2,95
s5778,TV Show,Someone Like You,,"Kingone Wang, Lorene Ren, Sean Lee, Nita Lei, William Liao",Taiwan,"October 1, 2016",2015,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","After losing his sight and his fiancee in an accident, a man hires a caregiver who mysteriously sounds – and looks – just like his late girlfriend.",1,0,0,0,6.7,35
s5782,TV Show,When I See You Again,,"Jasper Liu, Mandy Wei, Jet Chao, Ivy Shao, Tina Chou, Kao Meng-Chieh",Taiwan,"October 1, 2016",2015,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","On a visit to his hometown, a rich bachelor seeks revenge on the woman who broke his heart 10 years ago. But his plan doesn't go as expected.",1,0,0,0,7.9,71
s5786,TV Show,VeggieTales in the House,,"Phil Vischer, Mike Nawrocki, Rob Paulsen, Tress MacNeille",United States,"September 23, 2016",2016,4 Seasons,Kids' TV,"Bob the Tomato, Larry the Cucumber and their Veggie pals venture beyond the kitchen counter in these playful adventures with Christian themes.",1,0,0,0,8.1,56
s5800,TV Show,Chef's Table: France,,,,"September 2, 2016",2016,1 Season,Docuseries,Sample the bold new flavors of France with chefs who are pushing the boundaries of fine dining and reinventing a rich culinary tradition.,1,0,0,0,4.9,63
s5801,TV Show,Kulipari: An Army of Frogs,,"Mark Hamill, Keith David, Wendie Malick, Josh Keaton, Mikey Kelley, Phil LaMarr, Laraine Newman, Jess Harnell, Charles Adler, Amy Margolis, Cree Summer, Lacey Chabert, Rolonda Watts, Kevin Michael Richardson, Candi Milo",United States,"September 2, 2016",2016,1 Season,Kids' TV,"In a tale of bravery and heroism, fearless frogs go to war against the sinister scorpions and spiders that have teamed up to conquer the amphibians.",1,0,0,0,8.0,55
s5802,TV Show,Conspiracy,,Mark Bazeley,United Kingdom,"September 1, 2016",2015,1 Season,"British TV Shows, Docuseries","Skeptics and others discuss widely held conspiracy theories involving aliens, government cover-ups, secret assassinations and other intrigues.",1,0,0,0,4.1,65
s5803,TV Show,Dead Set,,"Jaime Winstone, Andy Nyman, Kevin Eldon, Davina McCall, Warren Brown, Riz Ahmed, Beth Cordingly, Kathleen McDermott, Raj Ghatak",United Kingdom,"September 1, 2016",2008,1 Season,"British TV Shows, TV Horror, TV Thrillers","While the housemates in the Big Brother house remain oblivious, fast-moving hordes of the undead decimate the studio compound.",1,0,0,0,7.0,56
s5804,TV Show,Forensic Files,,Peter Thomas,United States,"September 1, 2016",2011,9 Seasons,"Crime TV Shows, Docuseries, Science & Nature TV",Detectives and crime lab technicians use the latest and most fascinating procedures to solve crimes in this documentary-style show.,1,0,0,0,8.8,40
s5806,TV Show,The Fierce Wife,,"Sonia Sui, James Wen, Amanda Chu, Chris Wang, Karen Ying-Chen Hu, Patrick Lee, Janel Tsai, Li-li Pan, Fu Lei",Taiwan,"September 1, 2016",2010,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",Beautiful housewife Xie An Zhen seems to be living the perfect life but finds her world crumbling after learning that her husband is cheating on her.,1,0,0,0,5.1,51
s5807,TV Show,Witches: A Century of Murder,,Suzannah Lipscomb,United Kingdom,"September 1, 2016",2015,1 Season,"British TV Shows, Crime TV Shows, Docuseries","Historian Suzannah Lipscomb investigates the witch hunts that plagued Britain in the 17th century, examining common myths about their origin.",1,0,0,0,9.8,89
s5808,TV Show,Glitter Force,,"Laura Bailey, Kate Higgins, Alex Cazares, Colleen O'Shaughnessey, Danielle Nicole, Debi Derryberry, Mary Elizabeth McGlynn, Patrick Seitz, Keith Silverstein",Japan,"August 26, 2016",2016,2 Seasons,"Anime Series, Kids' TV",Five preteen girls learn they're a legendary superhero squad known as the Glitter Force. Their mission? To defend Earth from evil fairy-tale villains.,1,0,0,0,5.7,46
s5812,TV Show,Behind Enemy Lines,,,United States,"August 15, 2016",2001,1 Season,"British TV Shows, Docuseries","After dire setbacks in 1940, Winston Churchill commissions a new kind of fighting force: commandos trained to use stealth and audacious tactics.",1,0,0,0,8.3,54
s5813,TV Show,Caught on Camera,,Nick Wallis,United Kingdom,"August 15, 2016",2015,3 Seasons,"British TV Shows, Crime TV Shows, Docuseries","Nick Wallis presents crimes caught on CCTV, cell phones and other devices and reveals how investigators use the recordings to solve tough cases.",1,0,0,0,6.3,60
s5823,TV Show,Cocaine,,,United Kingdom,"August 1, 2016",2005,1 Season,"British TV Shows, Crime TV Shows, Docuseries","Three films chronicle the cocaine trade's sweeping impact on the citizens of Peru, Brazil and Colombia, from poor farmers to powerful drug lords.",1,0,0,0,9.8,43
s5824,TV Show,Edge of the Universe,,,United Kingdom,"August 1, 2016",2008,1 Season,"British TV Shows, Docuseries, Science & Nature TV","Leading astronomers reveal the latest discoveries about death-trap planets, asteroids, comets and other wonders of the cosmos.",1,0,0,0,8.9,75
s5826,TV Show,La Esclava Blanca,,"Nerea Camacho, Orián Suárez, Miguel de Miguel, Modesto Lacen, Norma Martínez, Ricardo Vesga, Viña Machado, Andrés Suárez, Natasha Klauss, Miroslava Morales",Colombia,"August 1, 2016",2016,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas","In Colombia in 1821, a white orphan is taken in by black slaves. Years after being torn from them, she returns to find her family and childhood love.",1,0,0,0,9.5,82
s5828,TV Show,LEGO Bionicle: The Journey to One,,"Nolan Balzer, Paolo Bryant, Jacqui Fox, Quinn Greene, Geoff Hughes, Cory Hunter, William Jordan, Corny Rempel, Michael Strickland",United States,"July 29, 2016",2016,2 Seasons,Kids' TV,Six legendary heroes find themselves on an epic quest as they harness the power of nature's elements to defeat the forces of evil.,1,0,0,0,5.0,64
s5830,TV Show,Popples,,"Erin Fitzgerald, Wendee Lee, Cassandra Morris, Cindy Robinson, Reba Buhr, Ben Diskin, Ezra Weisz, Karen Strassman","United States, France","July 24, 2016",2016,3 Seasons,Kids' TV,"The adorable Best Popple Pals love helping their friends and neighbors, but every time they do it seems to backfire in hilarious ways.",1,0,0,0,6.1,58
s5835,TV Show,Kuromukuro,Tensai Okamura,"Yohei Azakami, M・A・O, Reina Ueda, Asami Seto, Kaito Ishikawa, Yusuke Kobayashi, Shunsuke Takeuchi, Manami Sugihira, Momo Asakura, Kanako Tojo, Ryohei Kimura, Hikaru Ueda, Taiten Kusunoki",Japan,"July 4, 2016",2016,2 Seasons,"Anime Series, International TV Shows","When mecha attack a research center, its students, pilots, and researchers must fight back with the help of mysterious artifacts and a young samurai.",1,0,0,0,8.6,39
s5837,TV Show,Marco Polo,,"Lorenzo Richelmy, Benedict Wong, Chin Han, Joan Chen, Michelle Yeoh, Rick Yune, Claudia Kim, Remy Hii, Zhu Zhu, Tom Wu, Mahesh Jadu, Olivia Cheng, Uli Latukefu, Pierfrancesco Favino, Jacqueline Chan, Leonard Wu, Gabriel Byrne",United States,"July 1, 2016",2016,2 Seasons,"TV Action & Adventure, TV Dramas","Set in a world of greed, betrayal, sexual intrigue and rivalry, “Marco Polo” is based on the famed explorer’s adventures in Kublai Khan’s court.",1,0,0,0,6.1,78
s5839,TV Show,Justin Time GO!,,"Drew Davis, Scott McCord, Jenna Warren",,"June 24, 2016",2016,1 Season,Kids' TV,"A young boy's imagination takes him throughout the world and history, where he learns life lessons and has tons of fun with two make-believe friends.",1,0,0,0,5.3,94
s5844,TV Show,Hibana: Spark,,"Kento Hayashi, Kazuki Namioka, Mugi Kadowaki, Masao Yoshii, Hideaki Murata, Nahana, Sayaka Yamamoto, Shota Sometani, Tomorowo Taguchi, Kaoru Kobayashi",Japan,"June 2, 2016",2016,1 Season,"International TV Shows, TV Dramas",A dramatic series about friendship and conflict between two comedians who search for meaning in life and comedy. Based on the prize-winning book.,1,0,0,0,8.6,99
s5845,TV Show,72 Cutest Animals,,,Australia,"June 1, 2016",2016,1 Season,"Docuseries, International TV Shows, Science & Nature TV",This series examines the nature of cuteness and how adorability helps some animal species to survive and thrive in a variety of environments.,1,0,0,0,4.1,47
s5846,TV Show,72 Dangerous Places to Live,,Mitch Ryan,Australia,"June 1, 2016",2016,1 Season,"Docuseries, International TV Shows, Science & Nature TV","Get up close and personal with avalanches, fiery volcanoes and other natural cataclysms, and learn why some choose to live in their destructive paths.",1,0,0,0,5.0,68
s5854,TV Show,Cyborg 009 VS Devilman,,"Jun Fukuyama, Shintaro Asanuma, Haruka Shiraishi, Tomoaki Maeno, M・A・O, Hiroki Touchi, Takeshi Koyama, Yu Mizushima, Hozumi Goda, Ayumu Okamura, Saori Hayami, Satoshi Hino, Johnny Yong Bosch, Bryce Papenbrook, Christine Marie Cabanos, Spike Spencer, Stephanie Sheh, Michael Sinterniklaas, Keith Silverstein, Joey Lotsko, Tony Azzolino, Steve Staley, Cristina Vee, Christopher Corey Smith","Japan, United States","April 1, 2016",2015,1 Season,"Anime Series, International TV Shows","When a Black Ghost scientist releases newly modified cyborgs and mysterious demons appear in Tokyo, the worlds of ""Devilman"" and ""Cyborg 009"" meet.",1,0,0,0,6.3,86
s5856,TV Show,Justin Time,,"Gage Munroe, Scott McCord, Jenna Warren",Canada,"April 1, 2016",2012,2 Seasons,Kids' TV,"In Justin's dreams, he and his imaginary friends Olive and Squidgy travel around the world learning about nature and other cultures.",1,0,0,0,6.5,86
s5857,TV Show,Terrace House: Boys & Girls in the City,,"You, Reina Triendl, Ryota Yamasato, Yoshimi Tokui, Azusa Babazono, Ayumu Mochizuki, Kentaro",Japan,"April 1, 2016",2016,2 Seasons,"International TV Shows, Reality TV","A new set of six men and women start their lives together under one roof. All they get is a fabulous home and a car. As always, there is no script.",1,0,0,0,9.7,56
s5863,TV Show,Netflix Presents: The Characters,,"Lauren Lapkus, John Early, Henry Zebrowski, Kate Berlant, Natasha Rothwell, Paul W. Downs, Tim Robinson, Dr. Brown",United States,"March 11, 2016",2016,1 Season,TV Comedies,We asked eight up-and-coming comedians for their wildest sketch and improv routines – and got a new comedy series unlike anything else.,1,0,0,0,9.1,39
